|                                                                                                                                                                                                                             | LO_REVENUE    |
+----------------------------------------------------+----------------------------------------------------+---------------------------------------------------------+---------------------------------------------------------+---------------+
| <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-12> | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1210> | 6.656.732.408 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1211> | 6.960.570.696 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1212> | 6.574.132.099 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1213> | 7.047.940.337 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1214> | 6.783.046.496 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1215> | 7.105.405.127 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1216> | 7.292.018.911 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1217> | 7.416.913.901 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1218> | 7.072.285.707 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1219> | 6.668.044.014 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-121>  | 6.418.103.797 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1220> | 6.326.657.255 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1221> | 7.136.768.663 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1222> | 6.738.756.530 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1223> | 6.164.211.920 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1224> | 7.049.023.811 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1225> | 6.918.049.898 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1226> | 7.152.976.211 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1227> | 6.395.458.610 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1228> | 6.844.550.759 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1229> | 6.586.538.461 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-122>  | 7.215.774.624 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1230> | 6.437.149.944 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1231> | 6.956.560.451 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1232> | 7.503.528.393 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1233> | 6.773.151.840 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1234> | 6.642.879.253 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1235> | 7.338.251.519 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1236> | 6.993.738.734 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1237> | 7.216.305.524 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1238> | 5.945.520.673 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1239> | 6.082.662.735 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-123>  | 6.601.010.229 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-1240> | 7.126.061.027 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-124>  | 7.197.665.271 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-125>  | 6.727.625.998 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-126>  | 6.461.380.401 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-127>  | 7.012.618.906 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-128>  | 6.730.883.299 |
|                                                    |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_partkeyBrand1MFGR-129>  | 6.125.452.526 |
