|                                                                                                                                                                                                                                                                                  | LO_REVENUE      |
+----------------------------------------------------+---------------------------------------------------------+----------------------------------------------------+---------------------------------------------------------+----------------------------------------------------+-----------------+
| <http://lod2.eu/schemas/rdfh#lo_custkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_custkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 105.690.330.917 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 103.409.354.195 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 104.249.176.446 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 103.854.919.954 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 104.918.217.381 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 105.108.186.104 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 109.999.174.931 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 109.053.410.668 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 108.999.769.111 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 109.330.709.383 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 109.551.553.893 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 109.437.933.978 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 108.914.847.902 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 107.413.470.975 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 108.158.359.673 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 108.464.459.617 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 108.118.232.736 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 108.989.456.329 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 105.793.401.804 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 104.616.339.683 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 106.706.267.012 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 104.681.517.961 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 106.857.596.352 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 104.805.005.836 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 104.750.942.756 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 103.024.749.652 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 104.935.302.719 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 104.130.625.192 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 104.374.532.917 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 104.775.958.639 |
